F,L,avg_time,std_time,min_time,max_time,avg_ofv,std_ofv,seed1_time,seed2_time,seed3_time,seed1_ofv,seed2_ofv,seed3_ofv
6,6,93.14112991699994,0.0,93.14112991699994,93.14112991699994,2803071521.0318694,0.0,93.14112991699994,,,2803071521.0318694,,
6,12,139.00787529100035,0.0,139.00787529100035,139.00787529100035,2812032485.8935614,0.0,139.00787529100035,,,2812032485.8935614,,
6,24,215.09264245900022,0.0,215.09264245900022,215.09264245900022,2808818379.875018,0.0,215.09264245900022,,,2808818379.875018,,
12,6,97.18890195799986,0.0,97.18890195799986,97.18890195799986,2809766751.80656,0.0,97.18890195799986,,,2809766751.80656,,
12,12,119.46462970899984,0.0,119.46462970899984,119.46462970899984,2815443372.0106325,0.0,119.46462970899984,,,2815443372.0106325,,
12,24,162.8075061669997,0.0,162.8075061669997,162.8075061669997,2828893581.8849573,0.0,162.8075061669997,,,2828893581.8849573,,
24,6,83.01482237500022,0.0,83.01482237500022,83.01482237500022,2804250243.6365566,0.0,83.01482237500022,,,2804250243.6365566,,
24,12,138.80138220799972,0.0,138.80138220799972,138.80138220799972,2801918266.6335526,0.0,138.80138220799972,,,2801918266.6335526,,
24,24,170.15729499999998,0.0,170.15729499999998,170.15729499999998,2805019051.2492523,0.0,170.15729499999998,,,2805019051.2492523,,
48,6,166.9130420409997,0.0,166.9130420409997,166.9130420409997,2798354668.8121333,0.0,166.9130420409997,,,2798354668.8121333,,
48,12,166.75780812499988,0.0,166.75780812499988,166.75780812499988,2799193357.53124,0.0,166.75780812499988,,,2799193357.53124,,
48,24,195.1093933750003,0.0,195.1093933750003,195.1093933750003,2798995176.4006104,0.0,195.1093933750003,,,2798995176.4006104,,
