F,L,avg_time,std_time,min_time,max_time,avg_ofv,std_ofv,seed1_time,seed2_time,seed3_time,seed1_ofv,seed2_ofv,seed3_ofv
6,6,18.050636624999996,0.0,18.050636624999996,18.050636624999996,4459195.582616677,0.0,18.050636624999996,,,4459195.582616677,,
6,12,26.021137374999995,0.0,26.021137374999995,26.021137374999995,4444213.9414276425,0.0,26.021137374999995,,,4444213.9414276425,,
6,24,39.115531790999995,0.0,39.115531790999995,39.115531790999995,4441370.509546081,0.0,39.115531790999995,,,4441370.509546081,,
12,6,15.37538674999999,0.0,15.37538674999999,15.37538674999999,4469399.901918737,0.0,15.37538674999999,,,4469399.901918737,,
12,12,18.538803625000014,0.0,18.538803625000014,18.538803625000014,4451045.710735038,0.0,18.538803625000014,,,4451045.710735038,,
12,24,23.356842416000006,0.0,23.356842416000006,23.356842416000006,4460956.486838639,0.0,23.356842416000006,,,4460956.486838639,,
24,6,15.472734000000003,0.0,15.472734000000003,15.472734000000003,4438099.26223932,0.0,15.472734000000003,,,4438099.26223932,,
24,12,17.31810729199998,0.0,17.31810729199998,17.31810729199998,4441625.051603043,0.0,17.31810729199998,,,4441625.051603043,,
24,24,16.47727737500003,0.0,16.47727737500003,16.47727737500003,4445324.831835116,0.0,16.47727737500003,,,4445324.831835116,,
48,6,18.692454166999994,0.0,18.692454166999994,18.692454166999994,4461341.056286082,0.0,18.692454166999994,,,4461341.056286082,,
48,12,20.852593834000004,0.0,20.852593834000004,20.852593834000004,4466874.389257272,0.0,20.852593834000004,,,4466874.389257272,,
48,24,21.152356416999964,0.0,21.152356416999964,21.152356416999964,4471716.488164175,0.0,21.152356416999964,,,4471716.488164175,,
