F,L,avg_time,std_time,min_time,max_time,avg_ofv,std_ofv,seed1_time,seed2_time,seed3_time,seed1_ofv,seed2_ofv,seed3_ofv
6,6,207.4451746249997,0.0,207.4451746249997,207.4451746249997,5947059404.725732,0.0,207.4451746249997,,,5947059404.725732,,
6,12,300.62478591700074,0.0,300.62478591700074,300.62478591700074,5966955230.361751,0.0,300.62478591700074,,,5966955230.361751,,
6,24,469.0048088750009,0.0,469.0048088750009,469.0048088750009,5956621095.3270445,0.0,469.0048088750009,,,5956621095.3270445,,
12,6,194.55911379200006,0.0,194.55911379200006,194.55911379200006,5966220802.329305,0.0,194.55911379200006,,,5966220802.329305,,
12,12,244.32392462499956,0.0,244.32392462499956,244.32392462499956,5978635949.952072,0.0,244.32392462499956,,,5978635949.952072,,
12,24,333.5742495839995,0.0,333.5742495839995,333.5742495839995,5990963225.995182,0.0,333.5742495839995,,,5990963225.995182,,
24,6,179.72606791699945,0.0,179.72606791699945,179.72606791699945,5940213125.449728,0.0,179.72606791699945,,,5940213125.449728,,
24,12,226.65114095799981,0.0,226.65114095799981,226.65114095799981,5940107437.307187,0.0,226.65114095799981,,,5940107437.307187,,
24,24,257.6333352090005,0.0,257.6333352090005,257.6333352090005,5961510859.185491,0.0,257.6333352090005,,,5961510859.185491,,
48,6,229.25336095800048,0.0,229.25336095800048,229.25336095800048,5933682852.891859,0.0,229.25336095800048,,,5933682852.891859,,
48,12,232.25532600000042,0.0,232.25532600000042,232.25532600000042,5942576193.44383,0.0,232.25532600000042,,,5942576193.44383,,
48,24,481.4192472499999,0.0,481.4192472499999,481.4192472499999,5928708723.019711,0.0,481.4192472499999,,,5928708723.019711,,
