iteration,dual_inc,dual_lb,best_dual,level,g_norm
0,1137718709.9519587,1136093954.56273,1136093954.56273,1154984010.0828125,24661.52115051498
1,1139068886.792703,1137507765.3550568,1137507765.3550568,1154984010.0828125,2813.4955444899047
2,1140390573.5738425,1137988181.6626625,1137988181.6626625,1154984010.0828125,1772.3437268200646
3,1141595750.009253,1138525180.3518054,1138525180.3518054,1154984010.0828125,1796.3810349286791
4,1142949077.872843,1138365351.8348033,1138525180.3518054,1154984010.0828125,1436.7149859506978
5,1143744659.2004826,1138131930.932775,1138525180.3518054,1154984010.0828125,1515.1159802720815
6,1144636502.187067,1137122062.223052,1138525180.3518054,1154984010.0828125,1778.4503239834344
7,1145050191.094487,1137029878.2615674,1138525180.3518054,1154984010.0828125,1204.9456102475845
8,1142201039.009234,1135565858.9059062,1138525180.3518054,1154984010.0828125,1767.2154088031273
9,1145600706.162208,1136289019.8566914,1138525180.3518054,1154984010.0828125,1196.0361896326203
10,1142692531.076718,1134871875.7510324,1138525180.3518054,1154984010.0828125,1853.002724703458
11,1143775169.0912812,1135174180.5180645,1138525180.3518054,1154984010.0828125,1567.4761278689302
12,1142631313.1434023,1134795023.7717466,1138525180.3518054,1154984010.0828125,1694.3965234882205
13,1143924885.9740114,1134948970.798293,1138525180.3518054,1154984010.0828125,1469.5134269111522
14,1142881671.2732086,1134871154.1599095,1138525180.3518054,1154984010.0828125,1337.1352046272573
15,1143853891.5277464,1134376767.1623755,1138525180.3518054,1154984010.0828125,1565.2452978249266
16,1143520526.7971857,1134645893.5355854,1138525180.3518054,1154984010.0828125,1359.0688636528416
17,1143813411.7294416,1133740118.623822,1138525180.3518054,1154984010.0828125,1517.867638201178
18,1143835592.6994839,1134353690.5400653,1138525180.3518054,1154984010.0828125,919.9150788131884
19,1142236428.2029948,1132601649.3259697,1138525180.3518054,1154984010.0828125,1801.189936982963
20,1144401046.7258105,1133412096.6682713,1138525180.3518054,1154984010.0828125,969.3782134562036
21,1142119956.6795032,1131195259.293037,1138525180.3518054,1154984010.0828125,1503.9923355885135
22,1144133177.9706063,1132919000.4425783,1138525180.3518054,1154984010.0828125,1749.227949489776
23,1144374661.5513453,1134907037.749133,1138525180.3518054,1154984010.0828125,1323.8397368368946
24,1139145645.67233,1135013415.8951387,1138525180.3518054,1154984010.0828125,2044.7238413012328
25,1143989139.278268,1137218116.2349153,1138525180.3518054,1154984010.0828125,1455.319916604985
26,1140705661.565113,1137217324.8729286,1138525180.3518054,1154984010.0828125,2022.255319808212
27,1144615613.0822737,1139199564.462017,1139199564.462017,1154984010.0828125,1274.80046416889
28,1141818905.4940245,1138751151.2015767,1139199564.462017,1154984010.0828125,2109.800467420469
29,1145137981.8444457,1140158517.221262,1140158517.221262,1154984010.0828125,927.4403300507448
30,1142530401.8955479,1138257208.5211477,1140158517.221262,1154984010.0828125,
