F,L,avg_time,std_time,min_time,max_time,avg_ofv,std_ofv,seed1_time,seed2_time,seed3_time,seed1_ofv,seed2_ofv,seed3_ofv
6,6,40.75620016699986,0.0,40.75620016699986,40.75620016699986,1157296860.562746,0.0,40.75620016699986,,,1157296860.562746,,
6,12,57.74048216599999,0.0,57.74048216599999,57.74048216599999,1172730402.2548585,0.0,57.74048216599999,,,1172730402.2548585,,
6,24,84.01117812500001,0.0,84.01117812500001,84.01117812500001,1162123391.5666986,0.0,84.01117812500001,,,1162123391.5666986,,
12,6,42.18092470900001,0.0,42.18092470900001,42.18092470900001,1163863962.9795053,0.0,42.18092470900001,,,1163863962.9795053,,
12,12,44.63335395800004,0.0,44.63335395800004,44.63335395800004,1165177841.708864,0.0,44.63335395800004,,,1165177841.708864,,
12,24,88.41519054199989,0.0,88.41519054199989,88.41519054199989,1163256119.087597,0.0,88.41519054199989,,,1163256119.087597,,
24,6,39.94388658399998,0.0,39.94388658399998,39.94388658399998,1155074903.1387155,0.0,39.94388658399998,,,1155074903.1387155,,
24,12,55.16620591699984,0.0,55.16620591699984,55.16620591699984,1154566340.1673949,0.0,55.16620591699984,,,1154566340.1673949,,
24,24,76.50987070899987,0.0,76.50987070899987,76.50987070899987,1155216219.2438815,0.0,76.50987070899987,,,1155216219.2438815,,
48,6,76.08746699999983,0.0,76.08746699999983,76.08746699999983,1156661245.1007836,0.0,76.08746699999983,,,1156661245.1007836,,
48,12,49.372882792000155,0.0,49.372882792000155,49.372882792000155,1162175524.9225233,0.0,49.372882792000155,,,1162175524.9225233,,
48,24,59.365278292000085,0.0,59.365278292000085,59.365278292000085,1155310999.1249025,0.0,59.365278292000085,,,1155310999.1249025,,
