F,L,avg_time,std_time,min_time,max_time,avg_ofv,std_ofv,seed1_time,seed2_time,seed3_time,seed1_ofv,seed2_ofv,seed3_ofv
6,6,98.34782562500004,0.0,98.34782562500004,98.34782562500004,2813723317.449428,0.0,98.34782562500004,,,2813723317.449428,,
6,12,143.96218383299993,0.0,143.96218383299993,143.96218383299993,2823283393.8769755,0.0,143.96218383299993,,,2823283393.8769755,,
6,24,212.32134137499997,0.0,212.32134137499997,212.32134137499997,2814475797.446399,0.0,212.32134137499997,,,2814475797.446399,,
12,6,100.45005387499987,0.0,100.45005387499987,100.45005387499987,2816457521.5020633,0.0,100.45005387499987,,,2816457521.5020633,,
12,12,118.99958575000028,0.0,118.99958575000028,118.99958575000028,2823254976.5127664,0.0,118.99958575000028,,,2823254976.5127664,,
12,24,168.87473554200005,0.0,168.87473554200005,168.87473554200005,2843648662.6542444,0.0,168.87473554200005,,,2843648662.6542444,,
24,6,113.37450070800014,0.0,113.37450070800014,113.37450070800014,2802684568.0030303,0.0,113.37450070800014,,,2802684568.0030303,,
24,12,139.42452083299986,0.0,139.42452083299986,139.42452083299986,2800831012.5840106,0.0,139.42452083299986,,,2800831012.5840106,,
24,24,118.50708458300005,0.0,118.50708458300005,118.50708458300005,2802214250.3332434,0.0,118.50708458300005,,,2802214250.3332434,,
48,6,114.95902620799961,0.0,114.95902620799961,114.95902620799961,2800272629.885045,0.0,114.95902620799961,,,2800272629.885045,,
48,12,163.5538146670001,0.0,163.5538146670001,163.5538146670001,2802111847.460578,0.0,163.5538146670001,,,2802111847.460578,,
48,24,196.84108316599986,0.0,196.84108316599986,196.84108316599986,2797609397.3749504,0.0,196.84108316599986,,,2797609397.3749504,,
