g,t,var,multiplier
PP_1016_9,48,DT_Obl,52.28710572512679
PP_1016_9,48,PowerGenerated,18.133061022011255
PP_1016_9,48,UT_Obl,9.048036399709492
PP_1016_9,48,UnitOn,26.175161645900065
PP_1016_9,96,DT_Obl,48.96517398140058
PP_1016_9,96,PowerGenerated,-35.60911936887577
PP_1016_9,96,UT_Obl,6.043761231888844
PP_1016_9,96,UnitOn,20.04040106750954
PP_1016_9,144,DT_Obl,32.0
PP_1016_9,144,PowerGenerated,33.438753661058094
PP_1016_9,144,UT_Obl,4.630910773660117
PP_1016_9,144,UnitOn,20.074471043999075
PP_1016_all,48,DT_Obl,-0.488451613962928
PP_1016_all,48,PowerGenerated,-228.1299241978013
PP_1016_all,48,UT_Obl,40.0
PP_1016_all,48,UnitOn,23.763439105969596
PP_1016_all,96,DT_Obl,1.0880194517794823
PP_1016_all,96,PowerGenerated,-285.48798891251937
PP_1016_all,96,UT_Obl,61.72917531036265
PP_1016_all,96,UnitOn,24.335201877840674
PP_1016_all,144,DT_Obl,7.635143322462941
PP_1016_all,144,PowerGenerated,-1104.4543490029246
PP_1016_all,144,UT_Obl,68.55751872732085
PP_1016_all,144,UnitOn,15.414194012694455
PP_10795_GEN3,48,DT_Obl,32.0
PP_10795_GEN3,48,PowerGenerated,-97.1606195895986
PP_10795_GEN3,48,UT_Obl,12.18983023294161
PP_10795_GEN3,48,UnitOn,7.736336849224069
PP_10795_GEN3,96,DT_Obl,27.78597478946325
PP_10795_GEN3,96,PowerGenerated,-172.11898327889008
PP_10795_GEN3,96,UT_Obl,16.40385544347836
PP_10795_GEN3,96,UnitOn,6.4038554434783554
PP_10795_GEN3,144,DT_Obl,32.0
PP_10795_GEN3,144,PowerGenerated,-13.959195134948247
PP_10795_GEN3,144,UT_Obl,12.18983023294161
PP_10795_GEN3,144,UnitOn,12.11535918894253
PP_2706_CT5,48,DT_Obl,-0.488451613962928
PP_2706_CT5,48,PowerGenerated,-184.70409905758657
PP_2706_CT5,48,UT_Obl,67.73253308141231
PP_2706_CT5,48,UnitOn,23.763439105969596
PP_2706_CT5,96,DT_Obl,6.06292243731054
PP_2706_CT5,96,PowerGenerated,-153.48997505995703
PP_2706_CT5,96,UT_Obl,91.51671581321266
PP_2706_CT5,96,UnitOn,18.20467714104831
PP_2706_CT5,144,DT_Obl,4.189830232941603
PP_2706_CT5,144,PowerGenerated,-372.8585127136597
PP_2706_CT5,144,UT_Obl,89.62764478000462
PP_2706_CT5,144,UnitOn,12.11535918894253
PP_2706_CT7,48,DT_Obl,-0.488451613962928
PP_2706_CT7,48,PowerGenerated,-184.70409905758657
