F,L,avg_time,std_time,min_time,max_time,avg_ofv,std_ofv,seed1_time,seed2_time,seed3_time,seed1_ofv,seed2_ofv,seed3_ofv
4,4,25.559271847751614,0.5281457387024933,25.162593916989863,26.305690959095955,1042471906.9560457,0.0,25.20953066716902,25.162593916989863,26.305690959095955,1042471906.9560457,1042471906.9560457,1042471906.9560457
4,8,29.706268180704985,0.5502911399420374,28.95555566693656,30.25925762508996,1037799066.0977062,17601.24178441196,30.25925762508996,29.90399125008844,28.95555566693656,1037823957.9224396,1037786562.1800627,1037786678.1906164
4,12,33.99147733300924,0.39624971396825925,33.457453625043854,34.4055767909158,1036497982.3057882,30313.84478580115,34.11140158306807,33.457453625043854,34.4055767909158,1036489620.9475278,1036538576.7123379,1036465749.257499
4,16,38.22576062497683,0.35557122018023196,37.945847041206434,38.727494458900765,1036659803.5772676,65031.914631831765,38.727494458900765,38.00394037482329,37.945847041206434,1036608486.20369,1036751557.8029214,1036619366.7251916
4,20,41.51797998595672,0.2994951832697498,41.13403358287178,41.86482383310795,1034134046.1858126,62363.890561673754,41.55508254189044,41.13403358287178,41.86482383310795,1034221786.2567279,1034097931.2928958,1034082421.0078144
4,24,44.64585002760092,0.9659107627757514,43.514375207945704,45.874383749905974,1033376052.0425037,27644.360163489586,44.548791124951094,45.874383749905974,43.514375207945704,1033337610.233923,1033401436.2647364,1033389109.6288514
8,4,21.16423379195233,0.08957481809686747,21.084815541980788,21.28941237484105,1022792193.6823883,142273.21890688495,21.28941237484105,21.084815541980788,21.118473459035158,1022892716.3772143,1022892875.6822813,1022590988.9876696
8,8,22.909291819669306,0.13141323785832582,22.723524417029694,23.00686729187146,1021672097.9947573,18075.19121891509,23.00686729187146,22.723524417029694,22.997483750106767,1021659237.3346752,1021659396.6397421,1021697660.0098546
8,12,26.035837194649503,0.12563653535620517,25.922042374964803,26.21090762503445,1023769021.9879731,57529.207694536555,25.922042374964803,25.974561583949253,26.21090762503445,1023848558.621366,1023714426.0764507,1023744081.2661022
8,16,27.20047240308486,0.14568748828387276,27.06959787500091,27.40371808409691,1024371955.1476275,152390.44358623645,27.40371808409691,27.12810125015676,27.06959787500091,1024541052.4902292,1024171696.3320506,1024403116.6206026
8,20,30.12678581941873,0.35469789100582805,29.735242375172675,30.594101625028998,1026533579.3721956,1083472.2723026136,29.735242375172675,30.051013458054513,30.594101625028998,1025015174.3944998,1027470835.195902,1027114728.5261852
8,24,31.473814971900236,0.7842943045994284,30.415287540992722,32.28998649981804,1025634160.1969604,684160.9880230158,31.71617087488994,30.415287540992722,32.28998649981804,1024941144.5444798,1026565399.8979619,1025395936.1484398
12,4,26.04973154165782,0.8004316239678383,24.953010832890868,26.84086533403024,1030241543.9266505,226347.3267881156,26.84086533403024,24.953010832890868,26.355318458052352,1030423647.305754,1030378480.0394163,1029922504.4347814
12,8,27.658100611375023,2.1401055864058183,26.122308042133227,30.684554792009294,1033393161.5917829,22767.800036923418,26.16743899998255,30.684554792009294,26.122308042133227,1033362872.6517653,1033398845.9263674,1033417766.1972158
12,12,26.89112022239715,1.1987751574439443,25.21432837517932,27.946010125102475,1032586328.0423101,137894.23821885616,27.51302216690965,27.946010125102475,25.21432837517932,1032781033.7595304,1032479515.0482758,1032498435.3191242
12,16,30.190335027718294,1.949915110315391,27.97280937503092,32.71867116703652,1030541598.4786004,285421.1640601918,27.97280937503092,32.71867116703652,29.87952454108745,1030138099.8339467,1030733887.6655029,1030752807.9363513
12,20,32.25961158323722,2.316612720584638,29.40926087484695,35.08359620789997,1032248089.8528055,840072.637714152,35.08359620789997,29.40926087484695,32.285977666964754,1031494659.2031143,1031829292.9231673,1033420317.4321345
