g,t,var,multiplier
PP_1016_9,48,DT_Obl,30.98890230337142
PP_1016_9,48,PowerGenerated,40.352323493013444
PP_1016_9,48,UT_Obl,7.620983655477306
PP_1016_9,48,UnitOn,31.91347539518609
PP_1016_9,96,DT_Obl,44.19455069832001
PP_1016_9,96,PowerGenerated,28.171086275622947
PP_1016_9,96,UT_Obl,-7.493055273462018
PP_1016_9,96,UnitOn,27.39904608741474
PP_1016_9,144,DT_Obl,32.0
PP_1016_9,144,PowerGenerated,-56.79271259223607
PP_1016_9,144,UT_Obl,-4.701566059083966
PP_1016_9,144,UnitOn,27.04634341265066
PP_1016_all,48,DT_Obl,-4.497459910527823
PP_1016_all,48,PowerGenerated,-681.2403993542255
PP_1016_all,48,UT_Obl,40.0
PP_1016_all,48,UnitOn,21.58633044151928
PP_1016_all,96,DT_Obl,-7.269268736000377
PP_1016_all,96,PowerGenerated,176.4550261776207
PP_1016_all,96,UT_Obl,40.0
PP_1016_all,96,UnitOn,26.597213702961223
PP_1016_all,144,DT_Obl,5.981617547029111
PP_1016_all,144,PowerGenerated,-84.47894402112773
PP_1016_all,144,UT_Obl,60.07570071962761
PP_1016_all,144,UnitOn,22.191408738355186
PP_10795_GEN3,48,DT_Obl,32.0
PP_10795_GEN3,48,PowerGenerated,-78.25785772744138
PP_10795_GEN3,48,UT_Obl,25.81049341986291
PP_10795_GEN3,48,UnitOn,16.036087844502283
PP_10795_GEN3,96,DT_Obl,32.0
PP_10795_GEN3,96,PowerGenerated,-82.5441517955895
PP_10795_GEN3,96,UT_Obl,25.81049341986291
PP_10795_GEN3,96,UnitOn,15.810493419862912
PP_10795_GEN3,144,DT_Obl,32.0
PP_10795_GEN3,144,PowerGenerated,-26.42467663595205
PP_10795_GEN3,144,UT_Obl,25.81049341986291
PP_10795_GEN3,144,UnitOn,18.764150007212248
PP_2706_CT5,48,DT_Obl,-4.497459910527823
PP_2706_CT5,48,PowerGenerated,-560.1820495039091
PP_2706_CT5,48,UT_Obl,41.12797212319688
PP_2706_CT5,48,UnitOn,21.58633044151928
PP_2706_CT5,96,DT_Obl,3.042210483116211
PP_2706_CT5,96,PowerGenerated,78.6361626040741
PP_2706_CT5,96,UT_Obl,67.75121298508498
PP_2706_CT5,96,UnitOn,24.314392604229248
PP_2706_CT5,144,DT_Obl,17.81049341986291
PP_2706_CT5,144,PowerGenerated,-441.8349901226309
PP_2706_CT5,144,UT_Obl,54.7682829367467
PP_2706_CT5,144,UnitOn,18.764150007212248
PP_2706_CT7,48,DT_Obl,-4.497459910527823
PP_2706_CT7,48,PowerGenerated,-560.1820495039091
PP_2706_CT7,48,UT_Obl,41.12797212319688
PP_2706_CT7,48,UnitOn,21.58633044151928
PP_2706_CT7,96,DT_Obl,3.042210483116211
PP_2706_CT7,96,PowerGenerated,78.6361626040741
PP_2706_CT7,96,UT_Obl,67.75121298508498
PP_2706_CT7,96,UnitOn,24.314392604229248
PP_2706_CT7,144,DT_Obl,17.81049341986291
PP_2706_CT7,144,PowerGenerated,-441.8349901226309
PP_2706_CT7,144,UT_Obl,54.7682829367467
PP_2706_CT7,144,UnitOn,18.764150007212248
PP_2706_GT1,48,DT_Obl,17.81049341986291
PP_2706_GT1,48,PowerGenerated,26.418106973443855
PP_2706_GT1,48,UT_Obl,40.0
PP_2706_GT1,48,UnitOn,29.959462007432425
PP_2706_GT1,96,DT_Obl,17.81049341986291
PP_2706_GT1,96,PowerGenerated,26.418106973443855
PP_2706_GT1,96,UT_Obl,40.0
PP_2706_GT1,96,UnitOn,29.959462007432425
PP_2706_GT1,144,DT_Obl,17.81049341986291
PP_2706_GT1,144,PowerGenerated,26.418106973443855
PP_2706_GT1,144,UT_Obl,40.0
PP_2706_GT1,144,UnitOn,29.959462007432425
PP_2706_GT2,48,DT_Obl,17.81049341986291
PP_2706_GT2,48,PowerGenerated,16.02308245024739
PP_2706_GT2,48,UT_Obl,40.0
PP_2706_GT2,48,UnitOn,29.910401711285402
PP_2706_GT2,96,DT_Obl,17.81049341986291
PP_2706_GT2,96,PowerGenerated,16.02308245024739
PP_2706_GT2,96,UT_Obl,40.0
PP_2706_GT2,96,UnitOn,29.910401711285402
PP_2706_GT2,144,DT_Obl,17.81049341986291
PP_2706_GT2,144,PowerGenerated,16.02308245024739
PP_2706_GT2,144,UT_Obl,40.0
PP_2706_GT2,144,UnitOn,29.910401711285402
PP_2706_ST6,48,DT_Obl,-3.744257138101739
PP_2706_ST6,48,PowerGenerated,-360.96994289438976
PP_2706_ST6,48,UT_Obl,7.667123426308452
PP_2706_ST6,48,UnitOn,21.58633044151928
PP_2706_ST6,96,DT_Obl,35.28746564911347
PP_2706_ST6,96,PowerGenerated,86.46949193818546
PP_2706_ST6,96,UT_Obl,35.4036284054481
PP_2706_ST6,96,UnitOn,24.52040250649909
PP_2706_ST6,144,DT_Obl,32.0
PP_2706_ST6,144,PowerGenerated,3.4086291315235613
PP_2706_ST6,144,UT_Obl,2.4392316804685477
PP_2706_ST6,144,UnitOn,23.345195239212114
PP_2706_ST8,48,DT_Obl,-6.05259948500793
PP_2706_ST8,48,PowerGenerated,-360.96994289438976
PP_2706_ST8,48,UT_Obl,20.389205384548756
PP_2706_ST8,48,UnitOn,21.58633044151928
PP_2706_ST8,96,DT_Obl,23.745753914582487
PP_2706_ST8,96,PowerGenerated,86.46949193818546
PP_2706_ST8,96,UT_Obl,35.4036284054481
PP_2706_ST8,96,UnitOn,24.52040250649909
PP_2706_ST8,144,DT_Obl,32.0
PP_2706_ST8,144,PowerGenerated,3.4179333588430314
PP_2706_ST8,144,UT_Obl,2.4392316804685477
PP_2706_ST8,144,UnitOn,23.345195239212114
PP_2707_GT1,48,DT_Obl,32.0
PP_2707_GT1,48,PowerGenerated,-14.12675908474628
PP_2707_GT1,48,UT_Obl,25.81049341986291
PP_2707_GT1,48,UnitOn,29.77440557536063
PP_2707_GT1,96,DT_Obl,29.04634341265066
PP_2707_GT1,96,PowerGenerated,18.156336712296437
PP_2707_GT1,96,UT_Obl,28.76415000721225
PP_2707_GT1,96,UnitOn,24.314392604229248
PP_2707_GT1,144,DT_Obl,32.0
PP_2707_GT1,144,PowerGenerated,-15.178450813619333
PP_2707_GT1,144,UT_Obl,25.81049341986291
PP_2707_GT1,144,UnitOn,27.04634341265066
PP_2707_GT2,48,DT_Obl,17.81049341986291
PP_2707_GT2,48,PowerGenerated,-47.40100172164299
PP_2707_GT2,48,UT_Obl,40.0
PP_2707_GT2,48,UnitOn,21.36073601687991
PP_2707_GT2,96,DT_Obl,17.81049341986291
PP_2707_GT2,96,PowerGenerated,-64.32490692193578
PP_2707_GT2,96,UT_Obl,40.0
PP_2707_GT2,96,UnitOn,18.81578786645994
PP_2707_GT2,144,DT_Obl,17.81049341986291
PP_2707_GT2,144,PowerGenerated,-69.48279113614532
PP_2707_GT2,144,UT_Obl,40.0
PP_2707_GT2,144,UnitOn,18.040166180112642
PP_2707_GT3,48,DT_Obl,17.81049341986291
PP_2707_GT3,48,PowerGenerated,-43.453099290453935
PP_2707_GT3,48,UT_Obl,40.0
PP_2707_GT3,48,UnitOn,21.58633044151928
PP_2707_GT3,96,DT_Obl,17.81049341986291
PP_2707_GT3,96,PowerGenerated,-64.66829868593291
PP_2707_GT3,96,UT_Obl,40.0
PP_2707_GT3,96,UnitOn,18.764150007212248
PP_2707_GT3,144,DT_Obl,32.0
PP_2707_GT3,144,PowerGenerated,-84.31011499180602
PP_2707_GT3,144,UT_Obl,25.81049341986291
PP_2707_GT3,144,UnitOn,15.810493419862912
PP_2707_GT4,48,DT_Obl,17.81049341986291
PP_2707_GT4,48,PowerGenerated,-43.453099290453935
PP_2707_GT4,48,UT_Obl,40.0
PP_2707_GT4,48,UnitOn,21.58633044151928
PP_2707_GT4,96,DT_Obl,19.682195841045377
PP_2707_GT4,96,PowerGenerated,-70.0562541355647
PP_2707_GT4,96,UT_Obl,38.12829757881753
PP_2707_GT4,96,UnitOn,17.953931142605967
PP_2707_GT4,144,DT_Obl,32.0
PP_2707_GT4,144,PowerGenerated,-70.13128486119606
PP_2707_GT4,144,UT_Obl,25.81049341986291
PP_2707_GT4,144,UnitOn,16.620712284469192
PP_2709_1,48,DT_Obl,32.0
PP_2709_1,48,PowerGenerated,104.47146163450581
PP_2709_1,48,UT_Obl,25.81049341986291
PP_2709_1,48,UnitOn,26.802071826885904
PP_2709_1,96,DT_Obl,29.04634341265066
PP_2709_1,96,PowerGenerated,106.78788056597297
PP_2709_1,96,UT_Obl,28.76415000721225
PP_2709_1,96,UnitOn,24.314392604229248
PP_2709_1,144,DT_Obl,32.0
PP_2709_1,144,PowerGenerated,-241.40640751450468
PP_2709_1,144,UT_Obl,25.81049341986291
PP_2709_1,144,UnitOn,21.40381462407461
PP_2709_1A,48,DT_Obl,-4.497459910527823
PP_2709_1A,48,PowerGenerated,-650.2183161900241
PP_2709_1A,48,UT_Obl,41.12797212319688
PP_2709_1A,48,UnitOn,21.58633044151928
PP_2709_1A,96,DT_Obl,-1.600492864927889
PP_2709_1A,96,PowerGenerated,177.30804818342094
PP_2709_1A,96,UT_Obl,67.75121298508498
PP_2709_1A,96,UnitOn,25.375876160805433
PP_2709_1A,144,DT_Obl,17.81049341986291
PP_2709_1A,144,PowerGenerated,-513.4259515286094
PP_2709_1A,144,UT_Obl,54.7682829367467
PP_2709_1A,144,UnitOn,18.764150007212248
PP_2709_1B,48,DT_Obl,-4.497459910527823
PP_2709_1B,48,PowerGenerated,-650.2183161900241
PP_2709_1B,48,UT_Obl,41.12797212319688
PP_2709_1B,48,UnitOn,21.58633044151928
PP_2709_1B,96,DT_Obl,-1.600492864927889
