g,t,var,multiplier
PP_1016_9,48,DT_Obl,32.0
PP_1016_9,48,PowerGenerated,100.13697223951603
PP_1016_9,48,UT_Obl,25.929277433400664
PP_1016_9,48,UnitOn,30.0
PP_1016_9,96,DT_Obl,32.0
PP_1016_9,96,PowerGenerated,-55.27490726944892
PP_1016_9,96,UT_Obl,25.929277433400664
PP_1016_9,96,UnitOn,30.0
PP_1016_9,144,DT_Obl,32.0
PP_1016_9,144,PowerGenerated,21.448221771625033
PP_1016_9,144,UT_Obl,25.929277433400664
PP_1016_9,144,UnitOn,30.0
PP_1016_9,192,DT_Obl,32.0
PP_1016_9,192,PowerGenerated,100.51007188577998
PP_1016_9,192,UT_Obl,25.929277433400664
PP_1016_9,192,UnitOn,30.0
PP_1016_9,240,DT_Obl,32.0
PP_1016_9,240,PowerGenerated,-55.720944628621
PP_1016_9,240,UT_Obl,25.929277433400664
PP_1016_9,240,UnitOn,30.0
PP_1016_9,288,DT_Obl,32.0
PP_1016_9,288,PowerGenerated,-55.14085157327594
PP_1016_9,288,UT_Obl,25.929277433400664
PP_1016_9,288,UnitOn,30.0
PP_1016_all,48,DT_Obl,19.076842821672948
PP_1016_all,48,PowerGenerated,12.821882340165931
PP_1016_all,48,UT_Obl,40.605654203883894
PP_1016_all,48,UnitOn,29.891617763122316
PP_1016_all,96,DT_Obl,19.41831044717941
PP_1016_all,96,PowerGenerated,-0.6533876210573752
PP_1016_all,96,UT_Obl,40.0
PP_1016_all,96,UnitOn,29.70219339724425
PP_1016_all,144,DT_Obl,18.601138101159805
PP_1016_all,144,PowerGenerated,178.99633793432295
PP_1016_all,144,UT_Obl,49.83883570254425
PP_1016_all,144,UnitOn,31.83339500695702
PP_1016_all,192,DT_Obl,19.240267873509023
PP_1016_all,192,PowerGenerated,2.4845059143389454
PP_1016_all,192,UT_Obl,40.0
PP_1016_all,192,UnitOn,29.737801911978327
PP_1016_all,240,DT_Obl,19.587230126455218
PP_1016_all,240,PowerGenerated,-3.6304956164860087
PP_1016_all,240,UT_Obl,40.0
PP_1016_all,240,UnitOn,29.668409461389086
PP_1016_all,288,DT_Obl,27.290272785959594
PP_1016_all,288,PowerGenerated,-139.3920006646549
PP_1016_all,288,UT_Obl,40.0
PP_1016_all,288,UnitOn,28.127800929488213
PP_10795_GEN3,48,DT_Obl,32.0
PP_10795_GEN3,48,PowerGenerated,-9.557288127564615
PP_10795_GEN3,48,UT_Obl,37.65487957223344
PP_10795_GEN3,48,UnitOn,27.654879572233448
PP_10795_GEN3,96,DT_Obl,32.0
PP_10795_GEN3,96,PowerGenerated,-9.557288127564615
PP_10795_GEN3,96,UT_Obl,37.65487957223344
PP_10795_GEN3,96,UnitOn,27.654879572233448
PP_10795_GEN3,144,DT_Obl,32.0
PP_10795_GEN3,144,PowerGenerated,-9.557288127564615
PP_10795_GEN3,144,UT_Obl,37.65487957223344
PP_10795_GEN3,144,UnitOn,27.654879572233448
PP_10795_GEN3,192,DT_Obl,32.0
PP_10795_GEN3,192,PowerGenerated,-9.557288127564615
PP_10795_GEN3,192,UT_Obl,37.65487957223344
PP_10795_GEN3,192,UnitOn,27.654879572233448
PP_10795_GEN3,240,DT_Obl,32.0
PP_10795_GEN3,240,PowerGenerated,-9.557288127564615
PP_10795_GEN3,240,UT_Obl,37.65487957223344
PP_10795_GEN3,240,UnitOn,27.654879572233448
PP_10795_GEN3,288,DT_Obl,29.654879572233448
PP_10795_GEN3,288,PowerGenerated,-9.557288127564615
PP_10795_GEN3,288,UT_Obl,40.0
PP_10795_GEN3,288,UnitOn,27.654879572233448
PP_2706_CT5,48,DT_Obl,18.93394886606564
PP_2706_CT5,48,PowerGenerated,9.921894308273673
PP_2706_CT5,48,UT_Obl,40.0
PP_2706_CT5,48,UnitOn,29.799065713467005
PP_2706_CT5,96,DT_Obl,20.12047124598407
PP_2706_CT5,96,PowerGenerated,-7.319699698797018
PP_2706_CT5,96,UT_Obl,40.0
PP_2706_CT5,96,UnitOn,29.56176123748332
PP_2706_CT5,144,DT_Obl,19.181156495340474
PP_2706_CT5,144,PowerGenerated,6.3296708057551765
PP_2706_CT5,144,UT_Obl,40.0
PP_2706_CT5,144,UnitOn,29.74962418761204
PP_2706_CT5,192,DT_Obl,19.861572217584975
PP_2706_CT5,192,PowerGenerated,-3.5575861373240834
PP_2706_CT5,192,UT_Obl,40.0
PP_2706_CT5,192,UnitOn,29.61354104316314
PP_2706_CT5,240,DT_Obl,19.842293961500502
PP_2706_CT5,240,PowerGenerated,-3.2774499425093806
PP_2706_CT5,240,UT_Obl,40.0
PP_2706_CT5,240,UnitOn,29.617396694380034
PP_2706_CT5,288,DT_Obl,27.91646812595917
PP_2706_CT5,288,PowerGenerated,-120.60488956109121
PP_2706_CT5,288,UT_Obl,40.0
PP_2706_CT5,288,UnitOn,28.0025618614883
PP_2706_CT7,48,DT_Obl,18.93394886606564
PP_2706_CT7,48,PowerGenerated,9.921894308273673
PP_2706_CT7,48,UT_Obl,40.0
PP_2706_CT7,48,UnitOn,29.799065713467005
PP_2706_CT7,96,DT_Obl,20.12047124598407
PP_2706_CT7,96,PowerGenerated,-7.319699698797018
PP_2706_CT7,96,UT_Obl,40.0
PP_2706_CT7,96,UnitOn,29.56176123748332
PP_2706_CT7,144,DT_Obl,19.181156495340474
PP_2706_CT7,144,PowerGenerated,6.3296708057551765
PP_2706_CT7,144,UT_Obl,40.0
PP_2706_CT7,144,UnitOn,29.74962418761204
PP_2706_CT7,192,DT_Obl,19.861572217584975
PP_2706_CT7,192,PowerGenerated,-3.5575861373240834
PP_2706_CT7,192,UT_Obl,40.0
PP_2706_CT7,192,UnitOn,29.61354104316314
PP_2706_CT7,240,DT_Obl,19.842293961500502
PP_2706_CT7,240,PowerGenerated,-3.2774499425093806
PP_2706_CT7,240,UT_Obl,40.0
PP_2706_CT7,240,UnitOn,29.617396694380034
PP_2706_CT7,288,DT_Obl,27.91646812595917
PP_2706_CT7,288,PowerGenerated,-120.60488956109121
PP_2706_CT7,288,UT_Obl,40.0
