F,L,avg_time,std_time,min_time,max_time,avg_ofv,std_ofv,seed1_time,seed2_time,seed3_time,seed1_ofv,seed2_ofv,seed3_ofv
4,4,65.05813287538476,1.5223957584555068,62.55087308399379,67.28200804209337,2525607745.314215,0.0,62.55087308399379,65.23086966690607,64.71313670906238,2525607745.314215,2525607745.314215,2525607745.314215
4,8,52.33903337502852,0.6126800968020142,51.45677654189058,53.31414654105902,2520773515.3232627,14363.793399256952,51.45677654189058,52.00115833291784,52.50328641710803,2520787570.085044,2520785745.936781,2520756053.324761
4,12,59.77183214160614,0.2300463020183874,59.59877587505616,60.222052374854684,2519377905.8622994,13276.572692871094,60.222052374854684,59.69112870795652,59.72904716711491,2519371267.575953,2519371267.575953,2519404459.007685
4,16,66.28227253318764,0.09818526831193483,66.17488254094496,66.43177549983375,2519243041.308484,69122.52230518068,66.43177549983375,66.2383433750365,66.17488254094496,2519232828.785611,2519191071.9164457,2519190659.9258575
4,20,73.29884895011783,0.08500061012454994,73.15895429183729,73.42580899992026,2516869498.4300804,77637.67698761789,73.42580899992026,73.3016366250813,73.29019474983215,2516832992.2651854,2516832465.217989,2517024665.293722
4,24,80.52744286637753,1.0607453979941037,79.61134820804,82.29371212492697,2516223263.0565944,88702.14455951756,79.61134820804,81.21572800003923,82.29371212492697,2516266995.49041,2516269055.4433527,2516267199.6299973
8,4,34.655986783374104,0.25836793199299585,34.2476899579633,34.958316541975364,2472216893.64612,98085.39696729115,34.958316541975364,34.85911091696471,34.72923024999909,2472291878.456823,2472295207.8847337,2472301341.282715
8,8,38.27399867493659,0.10762798308678803,38.11821520794183,38.43661816697568,2471099193.652927,58810.676937442375,38.43661816697568,38.11821520794183,38.20260104187764,2471041491.4603786,2471044820.888289,2471074017.346847
8,12,42.97617152463645,0.442559875820271,42.38799991598353,43.720373457996175,2473560204.465325,285956.6446367827,43.720373457996175,42.38799991598353,42.93456937512383,2473904386.6383133,2473907716.0662236,2473407936.3311276
8,16,45.80470772469416,0.2918507532915144,45.53685845807195,46.35879445821047,2474390486.829941,154648.23445882794,45.53685845807195,45.69998029107228,45.81317012500949,2474202743.7887945,2474201605.051166,2474518263.32345
8,20,50.04063425818458,0.2738100758934319,49.59940641699359,50.413276999956,2475884244.062415,771584.9333123097,50.039535166928545,50.413276999956,50.21491454099305,2474726735.3766484,2477059458.9272323,2476111500.120185
8,24,52.191964191803706,0.1299059608761663,52.02856512507424,52.408543250057846,2475222156.7172055,552272.3049114613,52.02856512507424,52.408543250057846,52.25066991709173,2474833412.4917216,2476186487.287377,2474783217.066597
12,4,36.369526241440326,0.2219232319853498,36.04794904193841,36.70201800018549,2508647709.0314264,191767.3079246371,36.04794904193841,36.22931008297019,36.38798766606487,2508768702.5129533,2508722923.3036737,2508267092.494014
12,8,39.94886434138753,0.36852295197042423,39.23928845813498,40.24279275001027,2512111054.9390564,20543.219524881384,40.24279275001027,40.05258912499994,40.22678320785053,2512088103.3368425,2512124088.3157616,2512143153.381585
12,12,41.39389005820267,0.19969673021953457,41.08966720895842,41.668870541034266,2510754275.36175,166376.5230538259,41.668870541034266,41.3519109999761,41.31346279103309,2510957349.9984655,2510617680.355372,2510636745.4211955
12,16,44.27137647476047,0.18503612880810139,43.985979249933735,44.45467708283104,2507972336.900946,19874.834190594003,43.985979249933735,44.45467708283104,44.122236208058894,2507952816.252393,2507983040.616731,2508005344.9091125
12,20,47.06132132508792,0.32468174482825235,46.54249641718343,47.51253654109314,2509747637.63293,204787.2261409937,47.15101712499745,47.51253654109314,46.898575459141284,2509454908.5834723,2509862967.8108325,2509931889.5702677
12,24,48.6357424331829,0.33233722898652096,48.1987787920516,49.13074995810166,2511015593.85537,396158.7485524894,48.662286249920726,49.13074995810166,48.35681766597554,2511551037.1028857,2510681388.969651,2510621991.659596
16,4,37.516085216356444,0.18918226372569383,37.193258041050285,37.702265915926546,2500953285.4702287,103874.45327124566,37.694131874945015,37.193258041050285,37.43410133291036,2500887909.816556,2500977592.826479,2501103445.1980453
16,8,38.7914517166093,0.15177579217929768,38.53152299998328,38.996329749934375,2499823302.4806757,172458.73170943602,38.996329749934375,38.80282475007698,38.86103095812723,2499876628.6192946,2499847372.5822783,2499984887.9717097
16,12,40.567954700021076,0.28750920938595637,40.17253329185769,40.97871599998325,2500493650.32194,500781.12349140056,40.552622750168666,40.17253329185769,40.358201208058745,2499879655.9132814,2500230725.1466074,2500875651.1992025
16,16,43.31511949151754,0.418284405999727,42.819773375056684,43.92452104110271,2497605199.757075,216542.28463945753,43.66173300007358,42.819773375056684,42.9586455412209,2497275825.4076695,2497717075.565859,2497928645.5654435
16,20,46.42535554138012,0.6023852985757123,45.58365829102695,47.456665500067174,2500989954.586959,303563.0943891935,46.22013454209082,46.43807291588746,45.58365829102695,2501210537.180296,2501162072.688607,2501054868.813587
16,24,47.460684983246026,0.348513618783449,47.007044249912724,47.99204058316536,2500952965.7920237,1138341.9183079393,47.61442762496881,47.15954191610217,47.99204058316536,2500063909.5703616,2501781402.4467707,2501916486.688283
20,4,41.15192860816605,0.44211920101296837,40.39508737507276,41.65541512495838,2493893713.606082,185789.18062170848,40.39508737507276,41.01076654205099,41.51242170785554,2493743584.4752927,2494119806.623472,2493739867.160602
20,8,40.672652466408906,0.17030447625276493,40.47160349995829,40.967359540984035,2493613205.8796225,6183.664546108492,40.664311500033364,40.47160349995829,40.967359540984035,2493604377.7186723,2493620309.734522,2493608095.033363
20,12,41.4072212416213,0.35915265272812585,41.121818457962945,42.107920750044286,2494592823.864028,183600.97161892348,41.121818457962945,41.17141441721469,41.337543916888535,2494804264.5560236,2494422137.7591987,2494704487.3888826
20,16,43.98561382503249,0.33525658195915925,43.41212108405307,44.464529084041715,2496683645.5269594,400711.8782934077,44.00967075000517,44.039119916036725,43.41212108405307,2496327797.1299815,2497223512.2342777,2496317891.054916
20,20,46.167459750315174,0.3075572655998548,45.57916500000283,46.48410408385098,2492777566.685945,1275857.3064445828,46.23014916689135,46.48410408385098,46.29244266683236,2491704145.9143,2494342136.230947,2491807145.6885557
20,24,48.34486418343149,0.5159382340318305,47.758708792040125,49.10551895806566,2492866687.995782,442588.1749689093,49.10551895806566,48.59993591718376,47.758708792040125,2492586501.247394,2493405012.1685357,2492468463.7179985
24,4,38.99761670865119,0.36516164302666515,38.63592562498525,39.59115645894781,2492059238.381778,2279.4995622634888,38.641274417052045,39.59115645894781,38.63592562498525,2492063797.3809023,2492058098.6319966,2492058098.6319966
24,8,42.09649043320678,2.468064401076669,40.06047383300029,46.78281212504953,2493077324.5216856,148824.34931256165,42.122340333182365,40.06047383300029,40.138669499894604,2492779675.8240223,2493151723.3197393,2493151723.3197393
24,12,42.44335419135168,0.28335973269154624,41.957216957816854,42.743681707885116,2494969639.7602606,353471.08864644537,42.68265341594815,42.50672874995507,41.957216957816854,2495670748.165055,2494765115.0529017,2494765115.0529017
24,16,44.886095049604776,0.5712725514187055,43.80283445795067,45.50425033294596,2490699159.851226,1044555.4802184508,45.08578341593966,43.80283445795067,45.04218787513673,2492786730.7225413,2490151381.8450766,2490254922.9983597
24,20,47.032427408220244,0.2330611763905107,46.64401854109019,47.28205266711302,2491150405.4005756,355652.1312145228,46.64401854109019,46.960897375131026,47.28205266711302,2491854034.0418,2491032755.452802,2490916241.027737
24,24,46.51674354178831,0.33979843382647695,45.98163549997844,46.984260166063905,2491740246.0368094,201413.14813555984,46.984260166063905,46.646680125035346,46.32190133398399,2492142968.133883,2491634443.9436884,2491644687.0813932
