F,L,avg_time,std_time,min_time,max_time,avg_ofv,std_ofv,seed1_time,seed2_time,seed3_time,seed1_ofv,seed2_ofv,seed3_ofv
12,0,36.82562715000006,0.30308815000000777,36.52253900000005,37.12871530000007,4457518.661390872,0.0,36.52253900000005,37.12871530000007,,4457518.661390872,4457518.661390872,
12,12,43.70362924999995,0.08505704999993213,43.61857220000002,43.78868629999988,5916599.625366796,0.0,43.78868629999988,43.61857220000002,,5916599.625366796,5916599.625366796,
12,24,57.33605475000002,0.18933804999994663,57.14671670000007,57.52539279999996,5819144.1833656905,0.0,57.52539279999996,57.14671670000007,,5819144.1833656905,5819144.1833656905,
12,48,90.57876254999996,1.8504586500000642,88.7283038999999,92.42922120000003,5597235.806556559,0.0,88.7283038999999,92.42922120000003,,5597235.806556559,5597235.806556559,
12,72,151.22629629999994,3.075248600000009,148.15104769999994,154.30154489999995,5377269.574098962,0.0,154.30154489999995,148.15104769999994,,5377269.574098962,5377269.574098962,
24,0,46.18451315000004,0.17157825000015237,46.01293489999989,46.356091400000196,4419202.96953395,0.0,46.356091400000196,46.01293489999989,,4419202.96953395,4419202.96953395,
24,12,52.70817224999996,0.5791119500001969,52.129060299999765,53.28728420000016,4496868.547718925,0.0,53.28728420000016,52.129060299999765,,4496868.547718925,4496868.547718925,
24,24,58.831699250000156,0.29000304999976834,58.54169620000039,59.121702299999924,4460508.049128412,0.0,59.121702299999924,58.54169620000039,,4460508.049128412,4460508.049128412,
24,48,83.07425129999979,1.6208788000001277,81.45337249999966,84.69513009999991,4425002.073219382,0.0,81.45337249999966,84.69513009999991,,4425002.073219382,4425002.073219382,
24,72,73.79467314999988,1.115372250000064,72.67930089999982,74.91004539999994,4426394.90872211,0.0,74.91004539999994,72.67930089999982,,4426394.90872211,4426394.90872211,
48,0,70.7851033500001,0.3550937499999236,70.43000960000018,71.14019710000002,4433055.139623121,0.0,70.43000960000018,71.14019710000002,,4433055.139623121,4433055.139623121,
48,12,77.61601685000005,0.253815349999968,77.36220150000008,77.86983220000002,4485610.960680719,0.0,77.36220150000008,77.86983220000002,,4485610.960680719,4485610.960680719,
48,24,74.0263050000001,0.41155159999993884,73.61475340000015,74.43785660000003,4437536.865310709,0.0,74.43785660000003,73.61475340000015,,4437536.865310709,4437536.865310709,
48,48,68.12537950000024,0.5668958000001112,67.55848370000012,68.69227530000035,4449920.0511073945,0.0,67.55848370000012,68.69227530000035,,4449920.0511073945,4449920.0511073945,
48,72,142.66771889999995,1.3504831000002468,141.3172357999997,144.0182020000002,4445357.890721235,0.0,141.3172357999997,144.0182020000002,,4445357.890721235,4445357.890721235,
72,0,136.82432554999968,3.193801549999989,133.6305239999997,140.01812709999967,4428408.83883495,0.0,140.01812709999967,133.6305239999997,,4428408.83883495,4428408.83883495,
72,12,111.3494161499998,5.666755550000289,105.68266059999951,117.01617170000009,4481101.953628996,0.0,105.68266059999951,117.01617170000009,,4481101.953628996,4481101.953628996,
72,24,99.28399049999962,0.4168960000001789,98.86709449999944,99.7008864999998,4421474.919750169,0.0,99.7008864999998,98.86709449999944,,4421474.919750169,4421474.919750169,
72,48,138.38502345000006,1.0719067499999255,137.31311670000014,139.4569302,4445357.890721235,0.0,139.4569302,137.31311670000014,,4445357.890721235,4445357.890721235,
72,72,218.96371739999995,4.112750799999958,214.8509666,223.0764681999999,4406781.050682958,0.0,223.0764681999999,214.8509666,,4406781.050682958,4406781.050682958,
