g,t,var,multiplier
PP_1016_9,48,DT_Obl,11.8101986306133
PP_1016_9,48,PowerGenerated,12.672737715914257
PP_1016_9,48,UT_Obl,12.41137883925293
PP_1016_9,48,UnitOn,34.80216649669912
PP_1016_9,96,DT_Obl,28.736298852213714
PP_1016_9,96,PowerGenerated,16.124653741207215
PP_1016_9,96,UT_Obl,12.803857999537374
PP_1016_9,96,UnitOn,20.39122143426651
PP_1016_9,144,DT_Obl,32.0
PP_1016_9,144,PowerGenerated,-78.29629628724976
PP_1016_9,144,UT_Obl,-1.0693434452888546
PP_1016_9,144,UnitOn,18.574536206771786
PP_1016_all,48,DT_Obl,-1.9382696359185343
PP_1016_all,48,PowerGenerated,-211.9643708180568
PP_1016_all,48,UT_Obl,40.0
PP_1016_all,48,UnitOn,28.397476864036552
PP_1016_all,96,DT_Obl,6.944088319615489
PP_1016_all,96,PowerGenerated,-230.37114928136998
PP_1016_all,96,UT_Obl,80.07494598264724
PP_1016_all,96,UnitOn,24.977543008107645
PP_1016_all,144,DT_Obl,2.9095768227212493
PP_1016_all,144,PowerGenerated,-310.0242323085723
PP_1016_all,144,UT_Obl,76.52650270790222
PP_1016_all,144,UnitOn,16.012859111189087
PP_10795_GEN3,48,DT_Obl,32.0
PP_10795_GEN3,48,PowerGenerated,-130.68737057467928
PP_10795_GEN3,48,UT_Obl,11.245660044588401
PP_10795_GEN3,48,UnitOn,6.537362545432304
PP_10795_GEN3,96,DT_Obl,24.231207217459353
PP_10795_GEN3,96,PowerGenerated,-14.617008540552524
PP_10795_GEN3,96,UT_Obl,19.01445282712904
PP_10795_GEN3,96,UnitOn,17.564783946456934
PP_10795_GEN3,144,DT_Obl,32.0
PP_10795_GEN3,144,PowerGenerated,20.037478812586542
PP_10795_GEN3,144,UT_Obl,11.245660044588401
PP_10795_GEN3,144,UnitOn,14.62360751624215
PP_2706_CT5,48,DT_Obl,-0.3117703949221089
PP_2706_CT5,48,PowerGenerated,-216.2277278333125
PP_2706_CT5,48,UT_Obl,66.45851250421948
PP_2706_CT5,48,UnitOn,28.53349033078297
PP_2706_CT5,96,DT_Obl,7.603269709320827
PP_2706_CT5,96,PowerGenerated,-169.4997449058661
PP_2706_CT5,96,UT_Obl,115.5020540358797
PP_2706_CT5,96,UnitOn,24.845706730166576
PP_2706_CT5,144,DT_Obl,3.2456600445884036
PP_2706_CT5,144,PowerGenerated,-11.825846955191366
PP_2706_CT5,144,UT_Obl,106.88973735826873
PP_2706_CT5,144,UnitOn,14.62360751624215
PP_2706_CT7,48,DT_Obl,-0.3117703949221089
PP_2706_CT7,48,PowerGenerated,-216.2277278333125
PP_2706_CT7,48,UT_Obl,66.45851250421948
PP_2706_CT7,48,UnitOn,28.53349033078297
PP_2706_CT7,96,DT_Obl,7.603269709320827
PP_2706_CT7,96,PowerGenerated,-169.4997449058661
PP_2706_CT7,96,UT_Obl,115.5020540358797
PP_2706_CT7,96,UnitOn,24.845706730166576
PP_2706_CT7,144,DT_Obl,3.2456600445884036
PP_2706_CT7,144,PowerGenerated,-11.825846955191366
PP_2706_CT7,144,UT_Obl,106.88973735826873
PP_2706_CT7,144,UnitOn,14.62360751624215
PP_2706_GT1,48,DT_Obl,3.2456600445884036
PP_2706_GT1,48,PowerGenerated,22.806517744399894
PP_2706_GT1,48,UT_Obl,40.0
PP_2706_GT1,48,UnitOn,29.94240206775815
PP_2706_GT1,96,DT_Obl,3.2456600445884036
PP_2706_GT1,96,PowerGenerated,22.806517744399894
PP_2706_GT1,96,UT_Obl,40.0
PP_2706_GT1,96,UnitOn,29.94240206775815
PP_2706_GT1,144,DT_Obl,3.2456600445884036
PP_2706_GT1,144,PowerGenerated,22.806517744399894
PP_2706_GT1,144,UT_Obl,40.0
PP_2706_GT1,144,UnitOn,29.94240206775815
PP_2706_GT2,48,DT_Obl,3.2456600445884036
PP_2706_GT2,48,PowerGenerated,-19.600199012976436
PP_2706_GT2,48,UT_Obl,40.0
PP_2706_GT2,48,UnitOn,29.74220869210115
PP_2706_GT2,96,DT_Obl,3.2456600445884036
PP_2706_GT2,96,PowerGenerated,-19.600199012976436
PP_2706_GT2,96,UT_Obl,40.0
PP_2706_GT2,96,UnitOn,29.74220869210115
PP_2706_GT2,144,DT_Obl,3.2456600445884036
PP_2706_GT2,144,PowerGenerated,22.800757951175708
