F,L,avg_time,std_time,min_time,max_time,avg_ofv,std_ofv,seed1_time,seed2_time,seed3_time,seed1_ofv,seed2_ofv,seed3_ofv
8,8,39.30855163,0.1150815,39.19347013,39.42363313,2779946057,193499.2715,39.42363313,39.19347013,,2780139556,2779752558,
8,24,53.67083469,0.041799646,53.62903504,53.71263433,2780092309,651404.1381,53.71263433,53.62903504,,2779440905,2780743713,
8,4,35.65961721,0.141355792,35.51826142,35.800973,2780121257,162221.4666,35.800973,35.51826142,,2780283478,2779959035,
8,16,46.59746779,0.008351167,46.58911663,46.60581896,2780738241,9732.678776,46.58911663,46.60581896,,2780728509,2780747974,
8,20,51.33191283,0.461058791,50.87085404,51.79297162,2781189787,274026.9203,51.79297162,50.87085404,,2781463814,2780915760,
8,12,43.46128725,0.2169505,43.24433675,43.67823775,2782239136,16300.2375,43.67823775,43.24433675,,2782222836,2782255436,
20,20,46.90579858,0.427948375,46.47785021,47.33374696,2791064963,376969.759,47.33374696,46.47785021,,2790687993,2791441933,
24,16,45.30644327,0.685567396,44.62087587,45.99201067,2791110452,120394.0004,45.99201067,44.62087587,,2791230846,2790990058,
20,24,49.63648887,0.091815583,49.54467329,49.72830446,2792316349,42698.31981,49.54467329,49.72830446,,2792359047,2792273650,
24,8,40.62732792,0.237649125,40.38967879,40.86497704,2792969586,338913.9022,40.86497704,40.38967879,,2793308500,2792630673,
24,24,46.80502215,0.235387938,46.56963421,47.04041008,2793180991,400317.8845,46.56963421,47.04041008,,2792780673,2793581308,
24,20,46.8627909,0.265519312,46.59727158,47.12831021,2793389304,168650.6571,47.12831021,46.59727158,,2793220653,2793557954,
20,12,41.96590423,0.32886677,41.63703746,42.294771,2793473548,1155078.295,42.294771,41.63703746,,2794628626,2792318470,
20,8,40.15892002,0.027526146,40.13139387,40.18644617,2793988114,297538.6137,40.13139387,40.18644617,,2794285652,2793690575,
24,4,38.57635744,0.041657188,38.53470025,38.61801462,2794011065,137047.7581,38.53470025,38.61801462,,2793874017,2794148113,
20,16,44.73814675,0.115440625,44.62270613,44.85358738,2794384767,655955.3322,44.62270613,44.85358738,,2793728812,2795040723,
20,4,40.05500412,0.359366667,39.69563746,40.41437079,2794395948,225152.2743,40.41437079,39.69563746,,2794621101,2794170796,
24,12,42.67279129,0.146456208,42.52633508,42.8192475,2794916737,309922.9864,42.8192475,42.52633508,,2795226660,2794606814,
16,16,44.4963205,0.20402375,44.29229675,44.70034425,2795945457,1271999.054,44.70034425,44.29229675,,2797217456,2794673458,
16,24,49.86977935,0.96075748,48.90902187,50.83053683,2795976117,417817.6242,48.90902187,50.83053683,,2795558299,2796393935,
16,20,47.64010435,0.374152354,47.265952,48.01425671,2797110903,828760.9284,48.01425671,47.265952,,2796282142,2797939664,
16,12,41.70557131,0.211622146,41.49394917,41.91719346,2798161640,16441.19679,41.49394917,41.91719346,,2798178081,2798145198,
16,8,40.04729471,0.008349,40.03894571,40.05564371,2798397829,244481.0423,40.03894571,40.05564371,,2798153348,2798642310,
16,4,38.91116869,0.160272853,38.75089583,39.07144154,2800417315,174480.6002,38.75089583,39.07144154,,2800242834,2800591795,
12,16,44.07607923,0.18779473,43.8882845,44.26387396,2803248807,416854.7754,43.8882845,44.26387396,,2803665662,2802831952,
12,24,48.71220792,0.217969625,48.49423829,48.93017754,2803866451,223477.87,48.93017754,48.49423829,,2804089929,2803642973,
12,4,35.611726,0.148292959,35.46343304,35.76001896,2803949011,159698.7393,35.46343304,35.76001896,,2804108709,2803789312,
12,12,41.02865537,0.159560083,40.86909529,41.18821546,2804558448,87696.13955,40.86909529,41.18821546,,2804646144,2804470752,
12,20,47.33315985,0.234960146,47.09819971,47.56812,2805057335,460772.7719,47.56812,47.09819971,,2805518107,2804596562,
12,8,38.88581394,0.129691146,38.75612279,39.01550508,2806609706,423893.6288,38.75612279,39.01550508,,2806185813,2807033600,
4,24,78.93916577,0.136631979,78.80253379,79.07579775,2807628388,5668.255609,79.07579775,78.80253379,,2807622720,2807634057,
4,20,70.59899431,0.216038396,70.38295592,70.81503271,2808453437,3448.748652,70.81503271,70.38295592,,2808449988,2808456885,
4,16,63.88510381,0.394576104,63.49052771,64.27967992,2809533171,16105.42828,64.27967992,63.49052771,,2809517066,2809549277,
4,12,56.48830137,0.002279542,56.48602183,56.49058092,2810320330,15705.02781,56.48602183,56.49058092,,2810304625,2810336035,
4,8,48.8735506,0.306594646,48.56695596,49.18014525,2811370756,0,49.18014525,48.56695596,,2811370756,2811370756,
4,4,40.8052419,0.298457396,40.5067845,41.10369929,2812271619,1941.314842,40.5067845,41.10369929,,2812273561,2812269678,
