F,L,avg_time,std_time,min_time,max_time,avg_ofv,std_ofv,seed1_time,seed2_time,seed3_time,seed1_ofv,seed2_ofv,seed3_ofv
6,6,40.741440667000006,0.0,40.741440667000006,40.741440667000006,1157296860.5627408,0.0,40.741440667000006,,,1157296860.5627408,,
6,12,58.46607170800007,0.0,58.46607170800007,58.46607170800007,1172730402.2549057,0.0,58.46607170800007,,,1172730402.2549057,,
6,24,84.30742258299983,0.0,84.30742258299983,84.30742258299983,1162123391.566693,0.0,84.30742258299983,,,1162123391.566693,,
12,6,43.73846904200013,0.0,43.73846904200013,43.73846904200013,1163863962.979506,0.0,43.73846904200013,,,1163863962.979506,,
12,12,46.5286900829999,0.0,46.5286900829999,46.5286900829999,1165177841.7088559,0.0,46.5286900829999,,,1165177841.7088559,,
12,24,89.1933715419998,0.0,89.1933715419998,89.1933715419998,1163256119.0875995,0.0,89.1933715419998,,,1163256119.0875995,,
24,6,40.71461916699991,0.0,40.71461916699991,40.71461916699991,1155074903.1387143,0.0,40.71461916699991,,,1155074903.1387143,,
24,12,55.12634379200017,0.0,55.12634379200017,55.12634379200017,1154566340.1673982,0.0,55.12634379200017,,,1154566340.1673982,,
24,24,77.19169683399991,0.0,77.19169683399991,77.19169683399991,1155216219.2439518,0.0,77.19169683399991,,,1155216219.2439518,,
48,6,74.75433345800002,0.0,74.75433345800002,74.75433345800002,1156661245.1007884,0.0,74.75433345800002,,,1156661245.1007884,,
48,12,51.13614445799999,0.0,51.13614445799999,51.13614445799999,1162175524.9225235,0.0,51.13614445799999,,,1162175524.9225235,,
48,24,61.36580358299989,0.0,61.36580358299989,61.36580358299989,1155310999.1248894,0.0,61.36580358299989,,,1155310999.1248894,,
