F,L,avg_time,std_time,min_time,max_time,avg_ofv,std_ofv,seed1_time,seed2_time,seed3_time,seed1_ofv,seed2_ofv,seed3_ofv
6,6,7.300819583000001,0.0,7.300819583000001,7.300819583000001,2192590.480441413,0.0,7.300819583000001,,,2192590.480441413,,
6,12,10.055241333999998,0.0,10.055241333999998,10.055241333999998,2180798.07348478,0.0,10.055241333999998,,,2180798.07348478,,
6,24,12.500993832999999,0.0,12.500993832999999,12.500993832999999,2193252.57276795,0.0,12.500993832999999,,,2193252.57276795,,
12,6,6.879922084,0.0,6.879922084,6.879922084,2183873.5070602316,0.0,6.879922084,,,2183873.5070602316,,
12,12,7.206278375000004,0.0,7.206278375000004,7.206278375000004,2183573.2110560555,0.0,7.206278375000004,,,2183573.2110560555,,
12,24,8.241951999999998,0.0,8.241951999999998,8.241951999999998,2183678.521363409,0.0,8.241951999999998,,,2183678.521363409,,
24,6,6.349614541000008,0.0,6.349614541000008,6.349614541000008,2175315.491111049,0.0,6.349614541000008,,,2175315.491111049,,
24,12,9.851357375000006,0.0,9.851357375000006,9.851357375000006,2176005.862383229,0.0,9.851357375000006,,,2176005.862383229,,
24,24,6.730915916000001,0.0,6.730915916000001,6.730915916000001,2205269.2600756073,0.0,6.730915916000001,,,2205269.2600756073,,
48,6,9.393303375000002,0.0,9.393303375000002,9.393303375000002,2177776.410022453,0.0,9.393303375000002,,,2177776.410022453,,
48,12,6.018793375000001,0.0,6.018793375000001,6.018793375000001,2202710.5847451543,0.0,6.018793375000001,,,2202710.5847451543,,
48,24,12.88231012499999,0.0,12.88231012499999,12.88231012499999,2241439.691818666,0.0,12.88231012499999,,,2241439.691818666,,
