F,L,avg_time,std_time,min_time,max_time,avg_ofv,std_ofv,seed1_time,seed2_time,seed3_time,seed1_ofv,seed2_ofv,seed3_ofv
6,6,40.12748525000001,0.0,40.12748525000001,40.12748525000001,9297416.818826348,0.0,40.12748525000001,,,9297416.818826348,,
6,12,58.15569979200001,0.0,58.15569979200001,58.15569979200001,9261764.519330673,0.0,58.15569979200001,,,9261764.519330673,,
6,24,86.97974299999998,0.0,86.97974299999998,86.97974299999998,9333897.114564836,0.0,86.97974299999998,,,9333897.114564836,,
12,6,34.08381695899993,0.0,34.08381695899993,34.08381695899993,9314552.913737819,0.0,34.08381695899993,,,9314552.913737819,,
12,12,42.09279633400001,0.0,42.09279633400001,42.09279633400001,9272553.295515683,0.0,42.09279633400001,,,9272553.295515683,,
12,24,56.34681608400001,0.0,56.34681608400001,56.34681608400001,9303831.22836591,0.0,56.34681608400001,,,9303831.22836591,,
24,6,31.48574566700006,0.0,31.48574566700006,31.48574566700006,9278023.770868152,0.0,31.48574566700006,,,9278023.770868152,,
24,12,41.021918040999935,0.0,41.021918040999935,41.021918040999935,9241066.823581202,0.0,41.021918040999935,,,9241066.823581202,,
24,24,39.37798829199994,0.0,39.37798829199994,39.37798829199994,9274091.319692848,0.0,39.37798829199994,,,9274091.319692848,,
48,6,38.879544833999944,0.0,38.879544833999944,38.879544833999944,9381952.281378435,0.0,38.879544833999944,,,9381952.281378435,,
48,12,43.28144945800011,0.0,43.28144945800011,43.28144945800011,9316567.475514706,0.0,43.28144945800011,,,9316567.475514706,,
48,24,45.42223550000017,0.0,45.42223550000017,45.42223550000017,9260710.600582665,0.0,45.42223550000017,,,9260710.600582665,,
