iteration,dual_inc,dual_lb,best_dual,level,g_norm
0,2053972.328189504,2041054.7275044306,2041054.7275044306,2186009.549453529,990.8555820252549
1,2097265.1735964096,2083433.973044868,2083433.973044868,2186009.549453529,907.0004680555608
2,2115307.9331812533,2095470.879069883,2095470.879069883,2186009.549453529,448.76829686800096
3,2133065.8192558177,2113520.670344726,2113520.670344726,2186009.549453529,473.0418848293379
4,2141163.0783734624,2123540.277645028,2123540.277645028,2186009.549453529,324.5986733779914
5,2143217.988437881,2124263.6716899616,2124263.6716899616,2186009.549453529,326.6429451025883
6,2140780.029250084,2124348.060034308,2124348.060034308,2186009.549453529,319.7278054863908
7,2144248.6854163134,2123320.4151094183,2124348.060034308,2186009.549453529,351.91028558796955
8,2141085.3224906656,2119815.5812953967,2124348.060034308,2186009.549453529,391.19312259582625
9,2148139.0629208386,2127871.0640728255,2127871.0640728255,2186009.549453529,379.22001927739774
10,2146475.171928624,2127790.641245571,2127871.0640728255,2186009.549453529,468.61556794050125
11,2150172.0832536183,2129961.1124313194,2129961.1124313194,2186009.549453529,432.17083917507955
12,2151334.850101588,2130193.667650933,2130193.667650933,2186009.549453529,598.1232672992394
13,2152878.1456941627,2134508.692482806,2134508.692482806,2186009.549453529,189.85822837815743
14,2120978.028750278,2110871.1695190654,2134508.692482806,2186009.549453529,503.3346324989084
15,2139555.010354683,2125565.240029791,2134508.692482806,2186009.549453529,509.44654560523423
16,2148637.481621916,2133951.640302246,2134508.692482806,2186009.549453529,312.9202740600782
17,2138354.938637196,2127515.3463667617,2134508.692482806,2186009.549453529,329.2876667040633
18,2145272.517857566,2127870.384509655,2134508.692482806,2186009.549453529,260.3524733455478
19,2139061.6623577075,2118766.0984247085,2134508.692482806,2186009.549453529,367.60193144215106
20,2142350.1756387264,2129018.5565827917,2134508.692482806,2186009.549453529,417.1558242848678
21,2134614.879219267,2129697.9910942623,2134508.692482806,2186009.549453529,499.15287333887215
22,2149461.8530543623,2133745.0236074147,2134508.692482806,2186009.549453529,359.80027396018073
23,2142998.7743044556,2131260.671221568,2134508.692482806,2186009.549453529,297.70873042254925
24,2143004.457515556,2126111.453422574,2134508.692482806,2186009.549453529,392.8467703640599
25,2145775.971749865,2133863.1631286987,2134508.692482806,2186009.549453529,282.6330867176481
26,2144455.81842349,2124490.044489896,2134508.692482806,2186009.549453529,372.4307129617477
27,2146446.771061912,2133747.871680905,2134508.692482806,2186009.549453529,296.6121354873228
28,2143391.7543287673,2127683.097961475,2134508.692482806,2186009.549453529,406.0202166886198
29,2147992.8551647817,2134249.877892327,2134508.692482806,2186009.549453529,255.2265175555707
30,2138015.262927658,2120397.649681344,2134508.692482806,2186009.549453529,
