iteration,dual_inc,dual_lb,best_dual,level,g_norm
0,2053972.328189504,2041054.7275044306,2041054.7275044306,2186009.549453529,990.8555820252549
1,2073412.9508017814,2065620.6044590627,2065620.6044590627,2186009.549453529,907.0004680555608
2,2101817.3264619503,2083663.099037638,2083663.099037638,2186009.549453529,923.555674701751
3,2114460.571105606,2096656.2503466029,2096656.2503466029,2186009.549453529,779.9428480642712
4,2115001.336144712,2099412.869278623,2099412.869278623,2186009.549453529,448.73152805860013
5,2127382.998322955,2109903.9650513865,2109903.9650513865,2186009.549453529,425.6512472362864
6,2134673.1732292427,2118323.1342300717,2118323.1342300717,2186009.549453529,426.9559743426629
7,2142806.2992611066,2125781.409296659,2125781.409296659,2186009.549453529,430.64112384623195
8,2141970.625434139,2128583.884303437,2128583.884303437,2186009.549453529,323.47673190515417
9,2147189.426499979,2129814.3426411166,2129814.3426411166,2186009.549453529,258.3731036823291
10,2142259.3149603573,2123831.2413936434,2129814.3426411166,2186009.549453529,363.9260081277097
11,2148461.3235374517,2131236.913598407,2131236.913598407,2186009.549453529,294.4889269220356
12,2143667.734678108,2129273.8624296617,2131236.913598407,2186009.549453529,287.50374038679206
13,2147068.132838824,2130210.895859404,2131236.913598407,2186009.549453529,252.0116045068015
14,2140663.8398258835,2124146.9905987834,2131236.913598407,2186009.549453529,370.5026025889152
15,2147785.814576361,2129736.739368249,2131236.913598407,2186009.549453529,277.81239727501804
16,2143189.508890596,2129566.25289315,2131236.913598407,2186009.549453529,274.97528312549355
17,2148020.270463776,2130269.9609666923,2131236.913598407,2186009.549453529,239.9056091590968
18,2145544.017484215,2125736.527190459,2131236.913598407,2186009.549453529,317.75030069944535
19,2148818.22588178,2131808.291006395,2131808.291006395,2186009.549453529,332.1027508796353
20,2146462.431169563,2131530.5595335816,2131808.291006395,2186009.549453529,452.36383665578217
21,2148217.553832884,2133258.3295366224,2133258.3295366224,2186009.549453529,220.22701175512418
22,2142760.95971235,2124761.3474418065,2133258.3295366224,2186009.549453529,344.097060529307
23,2149935.5958510763,2131890.814504693,2133258.3295366224,2186009.549453529,291.80094829950843
24,2148836.535930093,2134529.0729145342,2134529.0729145342,2186009.549453529,278.9625338307883
25,2152818.224852808,2131832.265522017,2134529.0729145342,2186009.549453529,233.2905894537809
26,2138745.863430389,2125107.9002900696,2134529.0729145342,2186009.549453529,455.3086108487771
27,2147947.5203616675,2131471.216284379,2134529.0729145342,2186009.549453529,455.30861084877694
28,2151897.463126491,2131646.7281419598,2134529.0729145342,2186009.549453529,237.34393260859233
29,2144346.51275595,2127760.46984422,2134529.0729145342,2186009.549453529,461.6424537526249
30,2152679.084036633,2132085.074875276,2134529.0729145342,2186009.549453529,
