iteration,dual_inc,dual_lb,best_dual,level,g_norm
0,4048707.748350014,4025724.7014245945,4025724.7014245945,4443448.244986438,1731.055431167893
1,4181563.8430807586,4151481.6265732064,4151481.6265732064,4443448.244986438,1710.1529345705487
2,4240267.016186682,4211049.674576566,4211049.674576566,4443448.244986438,1236.7028904061424
3,4259196.023348844,4229682.112676405,4229682.112676405,4443448.244986438,1273.87026645359
4,4285729.152558522,4261867.169264988,4261867.169264988,4443448.244986438,1003.1813084488164
5,4315370.123290907,4283688.017733506,4283688.017733506,4443448.244986438,799.2120555363873
6,4322111.338188382,4302626.476950764,4302626.476950764,4443448.244986438,838.0144887381199
7,4344419.185395115,4313779.6638468895,4313779.6638468895,4443448.244986438,762.7101410918108
8,4351892.676725931,4314427.003790847,4314427.003790847,4443448.244986438,698.9204565858124
9,4340276.908359666,4305267.953906344,4314427.003790847,4443448.244986438,899.935608521352
10,4345381.325467636,4320613.427275086,4320613.427275086,4443448.244986438,645.4606236402784
11,4340634.261149123,4312877.4759012135,4320613.427275086,4443448.244986438,897.9376859777187
12,4353776.74577271,4315801.295548333,4320613.427275086,4443448.244986438,575.3860546002381
13,4332053.625768454,4296301.12848887,4320613.427275086,4443448.244986438,670.0558028262691
14,4332295.658538039,4311003.805386866,4320613.427275086,4443448.244986438,636.9841018064267
15,4338320.224319499,4314698.11501289,4320613.427275086,4443448.244986438,688.4187177851284
16,4338590.730491463,4300369.888892565,4320613.427275086,4443448.244986438,751.2717573460469
17,4338138.418156111,4301999.835156233,4320613.427275086,4443448.244986438,659.407619297277
18,4325055.875986449,4302115.245019409,4320613.427275086,4443448.244986438,844.2936806055232
19,4352405.133479521,4319992.996209756,4320613.427275086,4443448.244986438,494.58901344450993
20,4314277.475129394,4288992.615521415,4320613.427275086,4443448.244986438,960.983973765628
21,4342750.280574324,4310916.403984862,4320613.427275086,4443448.244986438,572.7246745338832
22,4330857.085470233,4298232.897155382,4320613.427275086,4443448.244986438,666.2071525584563
23,4358406.842532476,4314831.333093771,4320613.427275086,4443448.244986438,483.7963527761085
24,4316051.916278583,4283082.594077289,4320613.427275086,4443448.244986438,974.9952255329906
25,4346645.920042809,4310764.044728478,4320613.427275086,4443448.244986438,606.4876531691895
26,4338997.722832156,4307220.066821509,4320613.427275086,4443448.244986438,721.1309224898289
27,4355914.796993809,4318486.397025238,4320613.427275086,4443448.244986438,518.0484000433767
28,4337429.780101197,4303809.938357099,4320613.427275086,4443448.244986438,707.5729032941292
29,4347240.961919448,4307535.197439712,4320613.427275086,4443448.244986438,697.3733428034557
30,4358081.579110449,4318309.566485706,4320613.427275086,4443448.244986438,
